"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
236,236,"UGA","Uganda","UGANDA","Uganda","Uganda","","British East Africa|Carpatho-Ukraine|Ruthenia","","Ouganda ","Uganda ","<U+0423><U+0433><U+0430><U+043D><U+0434><U+0430>","<U+0623><U+0648><U+063A><U+0646><U+062F><U+0627>","<U+4E4C><U+5E72><U+8FBE> ","","","Uganda","UG",NA,"UG",800,"19621009","Present",NA
